avhengig_var,kjønn,utdanning,alder,inntekt
42,kvinne,grunnskole,75,2116
45,mann,høyere,49,916
51,mann,grunnskole,75,1350
49,mann,høyere,57,705
50,mann,videregående,61,397
47,kvinne,videregående,64,3019
55,kvinne,grunnskole,61,455
34,kvinne,videregående,37,758
45,kvinne,videregående,40,539
60,kvinne,høyere,76,1898
50,kvinne,videregående,67,1796
49,kvinne,grunnskole,44,1318
42,kvinne,videregående,53,635
40,kvinne,videregående,64,776
48,mann,høyere,48,693
44,mann,videregående,51,225
42,kvinne,grunnskole,63,1016
47,mann,videregående,43,237
41,kvinne,videregående,48,558
55,kvinne,grunnskole,70,1951
39,kvinne,høyere,44,1063
44,mann,høyere,50,502
50,mann,høyere,54,506
53,mann,høyere,68,587
43,kvinne,videregående,58,324
42,kvinne,videregående,46,1425
35,kvinne,grunnskole,37,279
44,mann,høyere,39,877
48,mann,høyere,78,523
50,mann,høyere,37,1394
37,mann,videregående,22,438
40,kvinne,grunnskole,32,241
34,kvinne,høyere,42,158
31,mann,videregående,30,141
42,kvinne,høyere,35,419
46,mann,grunnskole,31,674
55,mann,videregående,86,361
40,mann,videregående,22,1079
40,mann,høyere,47,295
43,kvinne,videregående,52,2251
41,mann,grunnskole,30,463
46,mann,høyere,73,527
39,kvinne,videregående,59,683
44,kvinne,videregående,64,698
44,kvinne,grunnskole,58,1549
40,kvinne,grunnskole,33,318
45,mann,videregående,43,2202
41,kvinne,høyere,37,770
45,mann,høyere,74,269
51,mann,videregående,48,482
52,mann,grunnskole,50,1119
37,mann,høyere,65,321
39,mann,grunnskole,22,295
36,kvinne,grunnskole,23,184
47,mann,videregående,52,1469
43,kvinne,videregående,33,801
34,kvinne,høyere,28,267
47,mann,videregående,32,974
50,kvinne,høyere,80,982
45,kvinne,høyere,48,565
46,mann,høyere,69,576
48,kvinne,videregående,33,641
39,mann,høyere,36,642
40,kvinne,høyere,56,1363
37,mann,videregående,21,982
44,kvinne,videregående,30,1635
41,kvinne,høyere,53,783
53,mann,grunnskole,63,4848
49,kvinne,grunnskole,61,1507
47,mann,høyere,56,370
47,mann,videregående,70,515
36,mann,høyere,27,124
38,kvinne,høyere,54,824
49,mann,høyere,71,1936
39,kvinne,videregående,49,338
37,kvinne,høyere,51,222
50,mann,høyere,58,889
40,mann,høyere,31,947
52,mann,høyere,39,316
50,kvinne,grunnskole,46,773
47,kvinne,videregående,64,261
42,mann,videregående,45,289
46,mann,høyere,54,1130
45,kvinne,videregående,73,3521
53,mann,høyere,28,1205
43,kvinne,videregående,63,402
47,kvinne,videregående,74,672
45,mann,videregående,41,995
40,kvinne,høyere,61,972
41,mann,grunnskole,46,183
41,mann,videregående,24,415
51,mann,videregående,40,2782
36,kvinne,videregående,25,577
49,mann,høyere,58,1432
49,kvinne,videregående,73,1167
47,mann,høyere,64,592
26,kvinne,høyere,68,431
42,mann,videregående,72,812
42,mann,høyere,51,849
40,kvinne,videregående,79,1061
41,kvinne,høyere,33,151
46,kvinne,videregående,59,314
40,mann,videregående,41,561
39,mann,høyere,69,234
41,kvinne,videregående,54,419
43,mann,høyere,44,326
43,kvinne,videregående,58,1189
38,kvinne,høyere,18,666
46,mann,grunnskole,39,410
41,kvinne,høyere,37,2044
37,mann,videregående,48,277
38,kvinne,grunnskole,64,511
43,mann,videregående,20,1347
52,kvinne,videregående,84,692
37,kvinne,grunnskole,46,920
46,kvinne,høyere,44,704
33,kvinne,videregående,20,1513
38,mann,videregående,71,278
38,mann,videregående,44,709
45,kvinne,grunnskole,68,607
34,kvinne,videregående,38,325
52,kvinne,videregående,95,894
56,kvinne,høyere,54,500
45,kvinne,grunnskole,40,1407
42,kvinne,videregående,53,920
44,mann,grunnskole,26,378
35,mann,høyere,40,562
39,kvinne,videregående,19,743
48,mann,videregående,21,789
48,kvinne,videregående,23,908
31,mann,grunnskole,38,385
35,kvinne,grunnskole,55,362
43,kvinne,videregående,72,320
46,kvinne,videregående,51,523
35,kvinne,videregående,24,994
47,mann,høyere,50,177
38,kvinne,høyere,38,431
46,mann,grunnskole,57,281
36,kvinne,grunnskole,25,418
37,mann,høyere,31,838
51,kvinne,grunnskole,56,2298
45,mann,videregående,67,818
35,kvinne,grunnskole,73,210
48,kvinne,høyere,45,1280
58,mann,høyere,73,2532
48,kvinne,høyere,77,627
31,mann,høyere,42,586
44,kvinne,grunnskole,27,532
38,kvinne,høyere,53,353
44,kvinne,grunnskole,38,433
36,kvinne,høyere,20,292
46,mann,høyere,57,361
32,kvinne,høyere,29,391
35,kvinne,høyere,35,229
39,kvinne,grunnskole,69,283
37,kvinne,grunnskole,43,297
43,mann,høyere,34,390
44,kvinne,grunnskole,62,632
36,kvinne,grunnskole,37,425
49,kvinne,høyere,29,780
48,mann,videregående,40,553
38,kvinne,høyere,44,953
36,mann,grunnskole,74,574
44,mann,videregående,21,1071
51,mann,høyere,54,968
37,kvinne,grunnskole,72,618
47,mann,høyere,45,806
39,mann,grunnskole,28,4138
36,kvinne,videregående,23,623
39,kvinne,høyere,55,1352
49,mann,videregående,68,536
44,kvinne,grunnskole,82,1484
39,mann,videregående,52,485
39,mann,grunnskole,23,964
38,mann,videregående,40,316
52,mann,høyere,25,896
43,mann,høyere,47,607
55,kvinne,videregående,43,1486
49,mann,videregående,49,476
42,mann,videregående,33,130
43,kvinne,videregående,75,331
46,mann,videregående,44,1386
49,mann,videregående,25,515
54,mann,videregående,51,1001
42,mann,videregående,18,1033
44,kvinne,grunnskole,50,555
43,mann,høyere,32,1856
45,kvinne,grunnskole,59,481
33,kvinne,videregående,35,546
43,kvinne,videregående,45,986
40,mann,videregående,60,263
48,kvinne,høyere,50,1018
38,kvinne,videregående,37,699
44,mann,videregående,35,3065
39,kvinne,videregående,67,544
39,kvinne,videregående,93,524
45,mann,grunnskole,41,852
45,kvinne,videregående,76,1077
47,mann,videregående,67,432
38,kvinne,høyere,31,1028
49,mann,videregående,57,565
40,kvinne,grunnskole,30,610
40,kvinne,høyere,38,873
33,kvinne,videregående,54,243
36,mann,grunnskole,37,490
41,mann,videregående,62,704
50,kvinne,videregående,38,2028
36,mann,grunnskole,52,382
43,kvinne,grunnskole,76,477
47,kvinne,videregående,30,413
34,kvinne,grunnskole,58,768
45,mann,videregående,31,369
42,mann,grunnskole,28,362
44,mann,grunnskole,21,649
43,kvinne,grunnskole,44,283
36,kvinne,videregående,35,606
37,kvinne,videregående,22,1724
44,mann,høyere,51,324
40,kvinne,grunnskole,71,615
39,mann,videregående,54,937
47,kvinne,videregående,74,509
51,kvinne,videregående,62,978
29,kvinne,grunnskole,43,313
52,mann,høyere,72,2570
45,mann,videregående,45,1761
42,kvinne,grunnskole,49,340
57,mann,høyere,99,974
46,mann,høyere,91,893
32,mann,grunnskole,42,345
53,kvinne,videregående,95,307
45,kvinne,høyere,62,650
54,mann,videregående,43,3218
44,kvinne,høyere,48,925
46,mann,videregående,49,619
44,mann,grunnskole,59,813
33,kvinne,høyere,36,534
48,kvinne,videregående,38,461
50,mann,videregående,48,876
48,mann,høyere,34,643
49,mann,videregående,73,1407
51,mann,videregående,64,722
42,kvinne,grunnskole,47,1599
44,mann,høyere,52,774
43,mann,videregående,33,430
43,mann,grunnskole,46,2338
38,kvinne,grunnskole,65,761
32,kvinne,høyere,44,141
58,mann,høyere,66,573
51,mann,høyere,52,2512
38,kvinne,høyere,30,479
41,mann,videregående,45,667
40,mann,høyere,39,565
42,mann,høyere,87,463
39,kvinne,videregående,48,1038
33,mann,høyere,39,532
45,mann,grunnskole,49,379
43,mann,videregående,18,979
39,kvinne,videregående,34,1557
51,kvinne,videregående,32,265
41,mann,høyere,61,349
51,mann,grunnskole,32,3248
43,kvinne,grunnskole,48,352
40,kvinne,videregående,60,447
34,kvinne,høyere,56,172
40,mann,høyere,48,380
50,kvinne,videregående,23,2073
40,kvinne,videregående,26,758
50,kvinne,høyere,90,587
36,mann,grunnskole,47,483
55,kvinne,grunnskole,45,1670
45,kvinne,grunnskole,59,207
43,kvinne,høyere,63,289
38,kvinne,videregående,34,920
31,kvinne,grunnskole,35,183
32,mann,videregående,21,449
48,kvinne,høyere,39,531
28,kvinne,videregående,37,763
37,mann,grunnskole,56,331
50,mann,videregående,56,803
42,mann,høyere,35,751
49,kvinne,grunnskole,57,424
42,mann,grunnskole,72,257
38,mann,videregående,28,1107
55,kvinne,høyere,67,461
47,kvinne,videregående,29,1614
41,kvinne,høyere,47,310
47,mann,videregående,22,844
45,mann,videregående,47,879
34,mann,grunnskole,22,454
43,mann,videregående,56,147
47,kvinne,høyere,62,827
41,mann,grunnskole,65,510
46,mann,høyere,51,656
48,mann,videregående,59,615
38,kvinne,høyere,49,587
35,mann,videregående,35,664
42,kvinne,høyere,32,452
45,kvinne,grunnskole,52,353
35,kvinne,høyere,58,230
42,mann,grunnskole,31,465
44,mann,videregående,50,320
42,mann,videregående,41,301
45,kvinne,høyere,44,575
38,kvinne,videregående,61,1426
44,mann,høyere,48,354
37,kvinne,videregående,65,677
46,mann,videregående,19,1227
45,mann,videregående,56,567
38,kvinne,videregående,46,367
42,kvinne,videregående,34,1856
46,mann,videregående,24,421
39,kvinne,høyere,85,319
37,kvinne,videregående,37,1044
50,mann,høyere,56,489
35,mann,høyere,41,168
39,kvinne,videregående,52,296
34,kvinne,videregående,26,414
39,kvinne,videregående,62,375
46,mann,videregående,46,740
44,kvinne,videregående,37,1083
46,mann,videregående,28,991
32,mann,videregående,31,562
52,mann,videregående,56,530
37,kvinne,grunnskole,48,924
38,kvinne,videregående,27,1233
40,mann,videregående,78,939
45,kvinne,høyere,66,715
41,mann,grunnskole,48,1463
38,kvinne,høyere,27,545
57,mann,høyere,54,624
42,kvinne,høyere,52,373
50,kvinne,grunnskole,88,1952
51,mann,videregående,43,1063
44,kvinne,grunnskole,70,460
48,mann,høyere,76,980
43,mann,høyere,46,1176
49,mann,videregående,38,2349
51,kvinne,grunnskole,63,1886
55,mann,grunnskole,84,1128
46,kvinne,høyere,44,574
44,mann,videregående,33,244
29,kvinne,grunnskole,57,414
49,kvinne,høyere,74,455
56,mann,videregående,76,2376
49,kvinne,videregående,70,962
40,mann,videregående,51,543
40,kvinne,videregående,64,496
38,mann,høyere,20,757
46,kvinne,grunnskole,67,1920
49,mann,høyere,50,1733
44,mann,grunnskole,45,263
35,kvinne,høyere,71,173
46,mann,videregående,39,937
38,mann,grunnskole,24,570
39,mann,høyere,26,1196
47,mann,grunnskole,65,658
45,mann,videregående,54,768
38,kvinne,høyere,21,274
64,mann,høyere,54,2293
43,mann,videregående,37,303
44,kvinne,videregående,26,225
37,kvinne,videregående,46,583
50,mann,videregående,39,426
32,kvinne,høyere,29,298
49,mann,høyere,41,4937
35,mann,videregående,42,591
43,mann,grunnskole,52,3075
40,kvinne,videregående,54,796
44,kvinne,høyere,21,168
38,kvinne,videregående,63,1090
43,kvinne,videregående,56,248
43,kvinne,høyere,35,524
42,mann,videregående,47,2097
44,kvinne,høyere,44,763
50,mann,høyere,55,378
44,kvinne,høyere,33,1643
42,kvinne,høyere,44,1518
42,kvinne,videregående,62,566
44,kvinne,videregående,34,989
43,mann,høyere,34,392
37,kvinne,høyere,83,382
42,mann,videregående,51,1945
46,kvinne,høyere,86,203
44,mann,høyere,39,1300
44,mann,videregående,50,866
39,mann,videregående,43,908
45,kvinne,høyere,46,1178
37,mann,høyere,53,726
30,mann,videregående,43,155
56,mann,grunnskole,40,1951
43,mann,grunnskole,73,409
44,kvinne,videregående,57,436
50,kvinne,videregående,44,1443
42,mann,grunnskole,37,1411
49,kvinne,videregående,59,1156
50,kvinne,høyere,53,912
46,mann,videregående,54,2151
40,kvinne,høyere,28,1070
28,kvinne,grunnskole,53,1065
45,mann,høyere,59,857
49,mann,høyere,96,872
30,kvinne,videregående,58,408
36,kvinne,grunnskole,64,734
62,mann,videregående,88,1886
39,mann,videregående,52,255
36,kvinne,videregående,45,513
54,kvinne,grunnskole,63,2350
47,mann,høyere,40,472
41,kvinne,grunnskole,35,620
34,mann,videregående,33,568
48,kvinne,videregående,63,335
54,mann,høyere,61,427
46,kvinne,høyere,19,1644
41,kvinne,videregående,56,532
43,mann,høyere,43,539
37,mann,videregående,58,500
48,kvinne,høyere,30,301
50,mann,videregående,66,896
53,mann,videregående,53,1233
38,mann,videregående,31,411
37,kvinne,videregående,55,1186
32,mann,videregående,36,505
45,mann,videregående,38,354
42,mann,videregående,37,1130
46,mann,videregående,40,774
44,mann,grunnskole,26,1008
48,kvinne,videregående,42,1829
42,mann,grunnskole,47,421
48,mann,videregående,59,1122
46,mann,grunnskole,37,1338
50,kvinne,grunnskole,60,960
41,kvinne,høyere,53,423
35,mann,videregående,32,330
47,mann,videregående,20,657
47,mann,grunnskole,49,712
37,mann,videregående,30,585
44,kvinne,videregående,69,1818
45,mann,videregående,74,534
39,kvinne,høyere,22,405
53,mann,videregående,88,808
35,mann,grunnskole,36,1064
46,kvinne,høyere,53,655
40,kvinne,grunnskole,52,574
51,mann,høyere,45,947
48,kvinne,videregående,57,1786
36,kvinne,videregående,26,118
43,mann,grunnskole,49,412
40,mann,høyere,31,296
52,mann,høyere,32,1294
34,kvinne,grunnskole,34,607
55,kvinne,høyere,47,425
39,kvinne,videregående,37,840
38,kvinne,høyere,78,297
48,mann,videregående,54,429
39,mann,høyere,76,325
40,kvinne,videregående,42,469
44,mann,høyere,37,1333
48,mann,høyere,32,541
43,kvinne,høyere,53,849
37,kvinne,videregående,59,511
36,kvinne,videregående,35,286
48,kvinne,høyere,49,787
54,mann,grunnskole,72,633
39,kvinne,videregående,36,570
44,kvinne,videregående,65,1058
49,mann,grunnskole,18,1884
45,mann,grunnskole,39,657
43,kvinne,videregående,30,477
48,mann,videregående,47,971
43,mann,grunnskole,58,294
39,kvinne,høyere,47,743
44,mann,grunnskole,74,842
45,kvinne,grunnskole,54,361
46,kvinne,grunnskole,90,2011
43,mann,videregående,64,119
44,kvinne,videregående,57,1160
48,mann,høyere,25,288
37,mann,videregående,53,804
36,mann,videregående,22,483
42,mann,videregående,77,220
49,kvinne,videregående,31,956
48,mann,grunnskole,60,1086
46,mann,grunnskole,72,332
50,mann,videregående,83,183
51,mann,høyere,58,1040
52,kvinne,høyere,50,771
39,mann,høyere,37,1432
58,mann,høyere,67,1017
46,mann,høyere,42,634
56,mann,høyere,38,1023
48,kvinne,høyere,38,619
47,mann,videregående,62,1465
45,kvinne,høyere,60,995
59,kvinne,høyere,29,1075
49,kvinne,videregående,39,619
46,mann,videregående,66,818
34,kvinne,høyere,25,177
43,mann,videregående,50,685
40,mann,grunnskole,36,827
33,kvinne,grunnskole,48,195
43,kvinne,videregående,93,944
45,kvinne,videregående,58,2052
54,kvinne,høyere,35,2017
49,kvinne,videregående,48,767
48,kvinne,høyere,47,467
40,kvinne,videregående,35,628
43,mann,videregående,20,253
42,kvinne,grunnskole,65,2710
44,kvinne,videregående,22,889
40,mann,høyere,24,636
45,kvinne,høyere,46,1040
43,kvinne,videregående,49,171
33,kvinne,høyere,35,326
47,kvinne,videregående,73,1571
47,mann,høyere,47,1084
44,mann,grunnskole,48,1208
48,mann,videregående,48,186
35,mann,grunnskole,26,337
49,mann,grunnskole,73,1204
43,kvinne,grunnskole,57,697
40,mann,videregående,70,472
44,mann,videregående,42,297
41,kvinne,videregående,59,1039
45,kvinne,grunnskole,80,2590
52,mann,høyere,49,710
50,mann,høyere,34,918
40,mann,videregående,40,1201
40,mann,høyere,76,330
49,kvinne,grunnskole,66,929
52,mann,høyere,38,833
44,kvinne,høyere,61,536
47,kvinne,høyere,25,1276
43,mann,videregående,28,465
35,kvinne,grunnskole,42,481
51,kvinne,grunnskole,67,531
44,mann,videregående,48,1755
47,mann,høyere,27,416
35,mann,videregående,30,332
48,kvinne,høyere,47,584
34,kvinne,høyere,63,156
45,mann,videregående,59,612
45,mann,grunnskole,48,750
58,mann,videregående,53,1006
49,kvinne,videregående,57,1090
42,kvinne,høyere,38,4389
46,kvinne,høyere,78,707
54,mann,grunnskole,62,1040
41,kvinne,grunnskole,34,488
37,kvinne,høyere,25,2920
55,kvinne,grunnskole,27,1988
41,kvinne,høyere,31,971
42,kvinne,videregående,24,766
46,mann,høyere,34,1505
51,mann,høyere,57,1353
50,kvinne,høyere,61,619
43,mann,høyere,34,3266
41,kvinne,grunnskole,36,466
42,kvinne,videregående,44,986
42,mann,høyere,74,427
42,kvinne,videregående,31,694
43,kvinne,høyere,41,813
45,kvinne,høyere,75,500
49,mann,høyere,45,964
40,mann,videregående,47,351
39,mann,videregående,53,230
38,kvinne,videregående,31,300
38,kvinne,videregående,40,390
44,mann,grunnskole,43,536
34,mann,grunnskole,49,429
41,kvinne,grunnskole,70,3778
49,kvinne,videregående,81,422
42,mann,grunnskole,49,810
48,kvinne,høyere,50,1662
51,mann,videregående,36,1324
46,kvinne,videregående,26,1147
29,mann,grunnskole,22,289
50,mann,grunnskole,50,1390
41,mann,høyere,52,392
42,mann,grunnskole,50,324
43,mann,høyere,46,1235
40,mann,høyere,37,588
37,kvinne,høyere,31,190
48,kvinne,grunnskole,76,532
42,mann,høyere,28,473
38,mann,høyere,58,785
53,kvinne,grunnskole,55,528
41,mann,videregående,25,216
44,kvinne,høyere,48,4460
45,mann,grunnskole,60,549
49,mann,høyere,25,1835
42,mann,høyere,49,1269
44,kvinne,grunnskole,78,1588
42,kvinne,videregående,21,998
51,mann,høyere,63,1110
46,kvinne,videregående,69,339
44,mann,videregående,42,263
47,mann,høyere,76,292
45,mann,videregående,44,440
44,kvinne,videregående,73,533
47,kvinne,videregående,57,1837
41,kvinne,høyere,33,933
47,kvinne,videregående,61,563
40,mann,høyere,37,782
41,mann,grunnskole,45,425
43,kvinne,videregående,51,609
37,mann,grunnskole,19,430
38,mann,videregående,90,638
39,kvinne,høyere,76,532
40,kvinne,videregående,44,317
50,kvinne,høyere,65,389
54,kvinne,høyere,62,1637
41,mann,høyere,35,1510
45,mann,høyere,48,354
46,mann,høyere,28,1983
52,mann,videregående,28,237
39,mann,grunnskole,30,401
47,mann,videregående,47,1078
42,mann,videregående,55,635
32,mann,videregående,55,204
49,kvinne,høyere,82,512
56,mann,videregående,76,901
50,mann,høyere,56,917
37,kvinne,høyere,38,801
48,kvinne,videregående,69,620
52,kvinne,videregående,87,923
51,mann,videregående,43,3298
47,mann,videregående,57,819
39,kvinne,videregående,42,660
36,mann,videregående,27,294
51,mann,videregående,55,217
47,kvinne,høyere,48,653
39,mann,videregående,19,373
47,mann,høyere,55,320
50,mann,videregående,56,1313
38,mann,videregående,27,192
49,mann,høyere,39,560
30,kvinne,grunnskole,78,605
39,kvinne,høyere,69,640
46,kvinne,grunnskole,54,1584
41,mann,høyere,57,811
45,kvinne,grunnskole,20,1327
35,kvinne,grunnskole,29,445
49,mann,videregående,33,2290
37,mann,grunnskole,34,450
48,mann,grunnskole,44,404
48,kvinne,grunnskole,30,3362
42,mann,grunnskole,19,306
37,mann,videregående,55,347
46,kvinne,grunnskole,76,1135
47,mann,høyere,20,909
50,mann,videregående,29,452
43,kvinne,høyere,36,366
36,kvinne,høyere,71,231
46,mann,grunnskole,29,110
47,mann,videregående,45,949
42,kvinne,høyere,41,2500
49,mann,høyere,70,851
47,kvinne,videregående,54,795
40,mann,grunnskole,56,451
36,mann,grunnskole,22,351
39,kvinne,videregående,27,303
38,mann,grunnskole,51,523
35,kvinne,grunnskole,29,259
40,mann,videregående,26,712
52,mann,grunnskole,57,254
38,kvinne,videregående,37,983
48,mann,videregående,33,536
38,mann,videregående,28,940
42,kvinne,videregående,18,1997
42,mann,videregående,38,428
39,kvinne,grunnskole,36,158
53,mann,videregående,72,1363
50,kvinne,videregående,52,335
40,kvinne,høyere,25,726
44,kvinne,videregående,37,716
42,kvinne,videregående,34,930
54,mann,grunnskole,51,3114
36,mann,grunnskole,35,269
42,kvinne,høyere,54,419
48,mann,videregående,51,418
40,kvinne,videregående,40,598
40,kvinne,grunnskole,24,451
45,mann,videregående,30,891
41,mann,videregående,32,390
39,mann,høyere,41,278
44,mann,høyere,28,1059
53,mann,grunnskole,40,1843
52,mann,videregående,25,463
38,mann,høyere,37,208
42,kvinne,høyere,34,535
46,mann,grunnskole,36,692
50,mann,videregående,33,897
51,mann,videregående,56,1139
49,mann,høyere,41,798
47,kvinne,høyere,37,644
38,kvinne,grunnskole,21,1350
38,mann,videregående,71,1373
48,mann,grunnskole,41,1625
41,mann,grunnskole,51,528
46,kvinne,videregående,32,804
56,mann,videregående,27,3011
41,mann,høyere,28,646
36,kvinne,videregående,29,888
45,mann,høyere,41,500
44,kvinne,grunnskole,29,775
44,kvinne,videregående,33,1171
49,kvinne,grunnskole,42,612
44,kvinne,videregående,61,246
46,kvinne,grunnskole,76,1116
47,mann,videregående,58,3057
46,mann,videregående,61,443
50,mann,videregående,53,1608
47,mann,videregående,58,344
39,kvinne,grunnskole,41,694
49,mann,høyere,39,301
48,kvinne,høyere,29,2706
36,mann,videregående,58,227
47,mann,videregående,59,324
53,mann,høyere,64,1242
43,mann,grunnskole,44,1225
46,mann,videregående,48,812
48,kvinne,høyere,45,1641
43,kvinne,høyere,32,261
44,kvinne,grunnskole,51,955
50,kvinne,høyere,31,1099
48,mann,høyere,40,619
34,kvinne,høyere,53,481
44,kvinne,videregående,52,222
45,kvinne,videregående,63,554
44,mann,høyere,93,383
40,kvinne,videregående,41,447
41,kvinne,grunnskole,32,803
44,kvinne,grunnskole,66,941
44,mann,høyere,31,439
45,mann,høyere,57,384
52,mann,høyere,50,1505
42,mann,videregående,48,301
55,mann,høyere,39,2278
42,kvinne,høyere,46,1552
42,kvinne,videregående,35,637
51,mann,høyere,76,289
39,mann,videregående,44,300
29,mann,videregående,53,390
51,kvinne,høyere,55,1078
41,kvinne,videregående,52,132
51,kvinne,grunnskole,45,1628
41,mann,videregående,60,312
38,mann,videregående,56,631
52,kvinne,høyere,29,607
54,kvinne,videregående,95,3148
47,mann,høyere,46,1510
44,kvinne,grunnskole,38,861
43,kvinne,grunnskole,48,927
28,kvinne,videregående,46,231
40,kvinne,videregående,51,514
51,kvinne,videregående,54,1560
43,mann,videregående,38,1595
32,kvinne,høyere,53,450
44,kvinne,videregående,35,1467
44,mann,høyere,54,1000
43,mann,grunnskole,38,1213
47,mann,grunnskole,59,819
52,kvinne,høyere,67,476
40,mann,videregående,30,350
30,mann,grunnskole,43,463
44,kvinne,høyere,48,1161
49,kvinne,videregående,43,1540
51,mann,videregående,52,1054
49,mann,høyere,32,677
45,kvinne,høyere,32,1022
50,mann,grunnskole,39,778
44,mann,grunnskole,46,348
46,kvinne,høyere,50,553
40,kvinne,grunnskole,47,671
48,mann,høyere,24,806
47,kvinne,høyere,62,898
38,kvinne,høyere,39,511
48,mann,grunnskole,50,1782
52,mann,grunnskole,50,975
47,kvinne,høyere,39,739
49,mann,høyere,43,624
38,kvinne,høyere,24,389
44,mann,videregående,60,717
41,mann,grunnskole,66,204
55,kvinne,grunnskole,29,1875
54,mann,høyere,40,346
47,mann,videregående,36,1867
46,mann,grunnskole,67,329
45,mann,videregående,32,1785
50,mann,videregående,61,2558
42,kvinne,høyere,52,879
44,kvinne,grunnskole,26,987
49,mann,grunnskole,64,1038
50,mann,videregående,82,1167
35,mann,videregående,47,369
52,kvinne,grunnskole,41,2629
39,mann,grunnskole,28,968
45,kvinne,grunnskole,43,385
46,mann,videregående,32,718
41,kvinne,grunnskole,46,500
48,mann,grunnskole,45,1692
47,mann,høyere,54,68
45,kvinne,høyere,39,1093
49,kvinne,videregående,79,937
53,mann,videregående,46,1281
51,kvinne,videregående,55,2065
42,kvinne,videregående,39,1977
48,mann,videregående,30,1346
38,mann,videregående,20,538
29,mann,grunnskole,48,323
39,kvinne,grunnskole,46,396
34,kvinne,høyere,18,526
39,kvinne,grunnskole,61,584
45,kvinne,videregående,54,602
29,kvinne,grunnskole,32,766
48,mann,videregående,29,572
37,kvinne,grunnskole,49,720
41,kvinne,videregående,64,268
44,mann,videregående,34,1546
41,mann,videregående,21,472
47,mann,grunnskole,68,712
46,mann,videregående,36,1313
48,mann,høyere,45,347
37,mann,høyere,24,469
45,mann,videregående,45,775
42,kvinne,grunnskole,40,343
49,mann,videregående,44,1897
44,mann,høyere,18,2076
39,kvinne,videregående,58,245
34,kvinne,høyere,36,332
53,kvinne,grunnskole,58,1017
51,mann,høyere,34,1164
42,kvinne,grunnskole,33,377
39,mann,grunnskole,43,487
42,kvinne,videregående,57,351
38,mann,grunnskole,52,761
40,kvinne,høyere,57,736
43,mann,videregående,51,544
42,kvinne,grunnskole,37,554
37,mann,grunnskole,26,108
32,mann,videregående,29,469
42,mann,videregående,42,2137
40,kvinne,grunnskole,50,556
38,kvinne,grunnskole,37,474
44,kvinne,videregående,77,1289
37,kvinne,videregående,57,1346
39,kvinne,videregående,50,778
34,mann,grunnskole,34,800
47,kvinne,videregående,45,213
49,kvinne,videregående,71,532
29,kvinne,videregående,65,358
36,mann,grunnskole,55,964
44,kvinne,videregående,46,497
44,mann,høyere,51,1281
38,kvinne,grunnskole,50,580
44,mann,videregående,38,656
39,kvinne,videregående,43,701
41,mann,høyere,31,279
36,kvinne,grunnskole,63,156
48,mann,grunnskole,30,1234
55,kvinne,høyere,64,1124
39,kvinne,høyere,60,727
54,mann,høyere,63,1176
48,kvinne,høyere,55,2092
39,mann,grunnskole,33,1368
45,mann,videregående,53,918
40,kvinne,videregående,26,196
46,mann,høyere,25,789
35,mann,videregående,36,381
42,mann,høyere,46,1532
43,kvinne,grunnskole,69,1377
43,kvinne,videregående,58,317
43,kvinne,videregående,55,2780
40,mann,videregående,48,637
42,mann,grunnskole,45,897
34,kvinne,høyere,45,254
32,kvinne,grunnskole,50,184
43,mann,høyere,47,613
46,kvinne,høyere,55,1668
48,kvinne,videregående,65,648
44,mann,grunnskole,65,670
40,mann,videregående,26,666
53,mann,høyere,67,250
46,mann,høyere,61,377
44,kvinne,videregående,38,613
40,mann,videregående,58,478
43,kvinne,videregående,68,647
42,mann,høyere,31,270
44,mann,videregående,59,287
44,kvinne,videregående,78,563
41,kvinne,videregående,44,911
43,mann,grunnskole,61,583
53,mann,høyere,64,1624
47,mann,høyere,48,221
59,mann,videregående,64,1097
47,mann,grunnskole,73,937
39,mann,høyere,23,339
40,kvinne,grunnskole,65,524
39,kvinne,videregående,58,450
43,kvinne,grunnskole,45,558
55,mann,videregående,33,857
56,kvinne,videregående,79,662
42,kvinne,grunnskole,49,167
40,mann,videregående,24,393
36,kvinne,videregående,43,217
46,kvinne,høyere,80,596
39,kvinne,videregående,49,667
51,kvinne,videregående,68,1692
45,mann,videregående,51,319
42,kvinne,grunnskole,59,668
43,mann,høyere,39,762
39,mann,grunnskole,44,449
43,mann,høyere,54,2205
51,kvinne,videregående,41,586
46,kvinne,videregående,46,682
43,kvinne,videregående,43,977
40,mann,høyere,73,324
43,mann,videregående,56,403
43,mann,videregående,48,4501
32,kvinne,grunnskole,25,201
43,kvinne,videregående,30,380
46,mann,høyere,60,568
42,mann,høyere,40,2183
51,kvinne,høyere,51,1185
46,kvinne,høyere,57,906
43,mann,videregående,32,238
40,mann,høyere,40,479
40,mann,grunnskole,33,452
37,kvinne,høyere,30,367
38,kvinne,videregående,56,428
40,mann,høyere,45,196
34,kvinne,videregående,18,369
48,mann,høyere,68,886
51,kvinne,videregående,33,774
43,kvinne,høyere,40,1091
39,kvinne,videregående,44,552
42,kvinne,videregående,51,1528
49,mann,videregående,48,2220
40,mann,videregående,25,3084
48,kvinne,grunnskole,52,1753
53,kvinne,høyere,37,1803
53,mann,videregående,58,1401
41,mann,videregående,71,442
45,kvinne,høyere,79,1440
46,mann,videregående,29,825
47,mann,videregående,68,227
43,kvinne,videregående,37,295
38,kvinne,høyere,48,299
