avhengig_var,kjønn,utdanning,alder,inntekt
13,kvinne,grunnskole,75,2116
38,mann,høyere,49,916
49,mann,grunnskole,75,1350
49,mann,høyere,57,705
57,mann,videregående,61,397
27,kvinne,videregående,64,3019
65,kvinne,grunnskole,61,455
3,kvinne,videregående,37,758
40,kvinne,videregående,40,539
63,kvinne,høyere,76,1898
39,kvinne,videregående,67,1796
46,kvinne,grunnskole,44,1318
26,kvinne,videregående,53,635
14,kvinne,videregående,64,776
50,mann,høyere,48,693
45,mann,videregående,51,225
19,kvinne,grunnskole,63,1016
56,mann,videregående,43,237
24,kvinne,videregående,48,558
53,kvinne,grunnskole,70,1951
12,kvinne,høyere,44,1063
40,mann,høyere,50,502
55,mann,høyere,54,506
60,mann,høyere,68,587
33,kvinne,videregående,58,324
22,kvinne,videregående,46,1425
16,kvinne,grunnskole,37,279
37,mann,høyere,39,877
43,mann,høyere,78,523
53,mann,høyere,37,1394
26,mann,videregående,22,438
31,kvinne,grunnskole,32,241
13,kvinne,høyere,42,158
11,mann,videregående,30,141
31,kvinne,høyere,35,419
48,mann,grunnskole,31,674
66,mann,videregående,86,361
31,mann,videregående,22,1079
30,mann,høyere,47,295
18,kvinne,videregående,52,2251
37,mann,grunnskole,30,463
38,mann,høyere,73,527
16,kvinne,videregående,59,683
29,kvinne,videregående,64,698
24,kvinne,grunnskole,58,1549
31,kvinne,grunnskole,33,318
36,mann,videregående,43,2202
23,kvinne,høyere,37,770
40,mann,høyere,74,269
60,mann,videregående,48,482
58,mann,grunnskole,50,1119
15,mann,høyere,65,321
36,mann,grunnskole,22,295
24,kvinne,grunnskole,23,184
41,mann,videregående,52,1469
32,kvinne,videregående,33,801
14,kvinne,høyere,28,267
50,mann,videregående,32,974
39,kvinne,høyere,80,982
34,kvinne,høyere,48,565
40,mann,høyere,69,576
48,kvinne,videregående,33,641
25,mann,høyere,36,642
12,kvinne,høyere,56,1363
22,mann,videregående,21,982
30,kvinne,videregående,30,1635
19,kvinne,høyere,53,783
52,mann,grunnskole,63,4848
40,kvinne,grunnskole,61,1507
47,mann,høyere,56,370
44,mann,videregående,70,515
30,mann,høyere,27,124
11,kvinne,høyere,54,824
39,mann,høyere,71,1936
23,kvinne,videregående,49,338
18,kvinne,høyere,51,222
50,mann,høyere,58,889
29,mann,høyere,31,947
68,mann,høyere,39,316
51,kvinne,grunnskole,46,773
43,kvinne,videregående,64,261
38,mann,videregående,45,289
39,mann,høyere,54,1130
15,kvinne,videregående,73,3521
64,mann,høyere,28,1205
28,kvinne,videregående,63,402
35,kvinne,videregående,74,672
39,mann,videregående,41,995
14,kvinne,høyere,61,972
37,mann,grunnskole,46,183
39,mann,videregående,24,415
52,mann,videregående,40,2782
15,kvinne,videregående,25,577
46,mann,høyere,58,1432
35,kvinne,videregående,73,1167
43,mann,høyere,64,592
0,kvinne,høyere,68,431
25,mann,videregående,72,812
28,mann,høyere,51,849
9,kvinne,videregående,79,1061
38,kvinne,høyere,33,151
42,kvinne,videregående,59,314
27,mann,videregående,41,561
23,mann,høyere,69,234
24,kvinne,videregående,54,419
40,mann,høyere,44,326
24,kvinne,videregående,58,1189
22,kvinne,høyere,18,666
50,mann,grunnskole,39,410
16,kvinne,høyere,37,2044
23,mann,videregående,48,277
13,kvinne,grunnskole,64,511
39,mann,videregående,20,1347
48,kvinne,videregående,84,692
11,kvinne,grunnskole,46,920
37,kvinne,høyere,44,704
0,kvinne,videregående,20,1513
20,mann,videregående,71,278
21,mann,videregående,44,709
32,kvinne,grunnskole,68,607
9,kvinne,videregående,38,325
42,kvinne,videregående,95,894
67,kvinne,høyere,54,500
31,kvinne,grunnskole,40,1407
24,kvinne,videregående,53,920
48,mann,grunnskole,26,378
13,mann,høyere,40,562
24,kvinne,videregående,19,743
55,mann,videregående,21,789
47,kvinne,videregående,23,908
4,mann,grunnskole,38,385
8,kvinne,grunnskole,55,362
27,kvinne,videregående,72,320
38,kvinne,videregående,51,523
8,kvinne,videregående,24,994
54,mann,høyere,50,177
19,kvinne,høyere,38,431
47,mann,grunnskole,57,281
18,kvinne,grunnskole,25,418
19,mann,høyere,31,838
43,kvinne,grunnskole,56,2298
36,mann,videregående,67,818
8,kvinne,grunnskole,73,210
39,kvinne,høyere,45,1280
65,mann,høyere,73,2532
37,kvinne,høyere,77,627
1,mann,høyere,42,586
40,kvinne,grunnskole,27,532
16,kvinne,høyere,53,353
40,kvinne,grunnskole,38,433
20,kvinne,høyere,20,292
44,mann,høyere,57,361
4,kvinne,høyere,29,391
16,kvinne,høyere,35,229
19,kvinne,grunnskole,69,283
19,kvinne,grunnskole,43,297
40,mann,høyere,34,390
30,kvinne,grunnskole,62,632
16,kvinne,grunnskole,37,425
50,kvinne,høyere,29,780
54,mann,videregående,40,553
10,kvinne,høyere,44,953
8,mann,grunnskole,74,574
41,mann,videregående,21,1071
54,mann,høyere,54,968
6,kvinne,grunnskole,72,618
46,mann,høyere,45,806
18,mann,grunnskole,28,4138
14,kvinne,videregående,23,623
9,kvinne,høyere,55,1352
49,mann,videregående,68,536
18,kvinne,grunnskole,82,1484
24,mann,videregående,52,485
27,mann,grunnskole,23,964
27,mann,videregående,40,316
66,mann,høyere,25,896
35,mann,høyere,47,607
60,kvinne,videregående,43,1486
54,mann,videregående,49,476
47,mann,videregående,33,130
29,kvinne,videregående,75,331
41,mann,videregående,44,1386
59,mann,videregående,25,515
65,mann,videregående,51,1001
38,mann,videregående,18,1033
33,kvinne,grunnskole,50,555
31,mann,høyere,32,1856
36,kvinne,grunnskole,59,481
5,kvinne,videregående,35,546
26,kvinne,videregående,45,986
28,mann,videregående,60,263
40,kvinne,høyere,50,1018
18,kvinne,videregående,37,699
32,mann,videregående,35,3065
13,kvinne,videregående,67,544
9,kvinne,videregående,93,524
43,mann,grunnskole,41,852
24,kvinne,videregående,76,1077
43,mann,videregående,67,432
15,kvinne,høyere,31,1028
53,mann,videregående,57,565
25,kvinne,grunnskole,30,610
19,kvinne,høyere,38,873
6,kvinne,videregående,54,243
19,mann,grunnskole,37,490
26,mann,videregående,62,704
44,kvinne,videregående,38,2028
17,mann,grunnskole,52,382
25,kvinne,grunnskole,76,477
51,kvinne,videregående,30,413
0,kvinne,grunnskole,58,768
48,mann,videregående,31,369
40,mann,grunnskole,28,362
46,mann,grunnskole,21,649
36,kvinne,grunnskole,44,283
13,kvinne,videregående,35,606
12,kvinne,videregående,22,1724
39,mann,høyere,51,324
16,kvinne,grunnskole,71,615
20,mann,videregående,54,937
38,kvinne,videregående,74,509
46,kvinne,videregående,62,978
0,kvinne,grunnskole,43,313
48,mann,høyere,72,2570
36,mann,videregående,45,1761
32,kvinne,grunnskole,49,340
60,mann,høyere,99,974
30,mann,høyere,91,893
8,mann,grunnskole,42,345
53,kvinne,videregående,95,307
29,kvinne,høyere,62,650
61,mann,videregående,43,3218
30,kvinne,høyere,48,925
45,mann,videregående,49,619
35,mann,grunnskole,59,813
2,kvinne,høyere,36,534
48,kvinne,videregående,38,461
54,mann,videregående,48,876
53,mann,høyere,34,643
42,mann,videregående,73,1407
55,mann,videregående,64,722
22,kvinne,grunnskole,47,1599
34,mann,høyere,52,774
40,mann,videregående,33,430
28,mann,grunnskole,46,2338
11,kvinne,grunnskole,65,761
9,kvinne,høyere,44,141
74,mann,høyere,66,573
49,mann,høyere,52,2512
21,kvinne,høyere,30,479
31,mann,videregående,45,667
29,mann,høyere,39,565
22,mann,høyere,87,463
12,kvinne,videregående,48,1038
7,mann,høyere,39,532
44,mann,grunnskole,49,379
42,mann,videregående,18,979
13,kvinne,videregående,34,1557
63,kvinne,videregående,32,265
28,mann,høyere,61,349
55,mann,grunnskole,32,3248
34,kvinne,grunnskole,48,352
19,kvinne,videregående,60,447
10,kvinne,høyere,56,172
30,mann,høyere,48,380
47,kvinne,videregående,23,2073
25,kvinne,videregående,26,758
41,kvinne,høyere,90,587
18,mann,grunnskole,47,483
61,kvinne,grunnskole,45,1670
43,kvinne,grunnskole,59,207
30,kvinne,høyere,63,289
15,kvinne,videregående,34,920
8,kvinne,grunnskole,35,183
12,mann,videregående,21,449
49,kvinne,høyere,39,531
0,kvinne,videregående,37,763
21,mann,grunnskole,56,331
53,mann,videregående,56,803
34,mann,høyere,35,751
48,kvinne,grunnskole,57,424
33,mann,grunnskole,72,257
21,mann,videregående,28,1107
61,kvinne,høyere,67,461
41,kvinne,videregående,29,1614
29,kvinne,høyere,47,310
51,mann,videregående,22,844
38,mann,videregående,47,879
19,mann,grunnskole,22,454
42,mann,videregående,56,147
36,kvinne,høyere,62,827
26,mann,grunnskole,65,510
44,mann,høyere,51,656
48,mann,videregående,59,615
14,kvinne,høyere,49,587
15,mann,videregående,35,664
32,kvinne,høyere,32,452
38,kvinne,grunnskole,52,353
10,kvinne,høyere,58,230
39,mann,grunnskole,31,465
42,mann,videregående,50,320
38,mann,videregående,41,301
35,kvinne,høyere,44,575
4,kvinne,videregående,61,1426
42,mann,høyere,48,354
7,kvinne,videregående,65,677
48,mann,videregående,19,1227
40,mann,videregående,56,567
18,kvinne,videregående,46,367
23,kvinne,videregående,34,1856
53,mann,videregående,24,421
12,kvinne,høyere,85,319
11,kvinne,videregående,37,1044
55,mann,høyere,56,489
19,mann,høyere,41,168
23,kvinne,videregående,52,296
12,kvinne,videregående,26,414
18,kvinne,videregående,62,375
45,mann,videregående,46,740
31,kvinne,videregående,37,1083
47,mann,videregående,28,991
8,mann,videregående,31,562
60,mann,videregående,56,530
9,kvinne,grunnskole,48,924
14,kvinne,videregående,27,1233
17,mann,videregående,78,939
30,kvinne,høyere,66,715
27,mann,grunnskole,48,1463
19,kvinne,høyere,27,545
73,mann,høyere,54,624
28,kvinne,høyere,52,373
33,kvinne,grunnskole,88,1952
56,mann,videregående,43,1063
30,kvinne,grunnskole,70,460
38,mann,høyere,76,980
30,mann,høyere,46,1176
47,mann,videregående,38,2349
41,kvinne,grunnskole,63,1886
60,mann,grunnskole,84,1128
39,kvinne,høyere,44,574
48,mann,videregående,33,244
0,kvinne,grunnskole,57,414
43,kvinne,høyere,74,455
61,mann,videregående,76,2376
38,kvinne,videregående,70,962
26,mann,videregående,51,543
20,kvinne,videregående,64,496
25,mann,høyere,20,757
25,kvinne,grunnskole,67,1920
47,mann,høyere,50,1733
45,mann,grunnskole,45,263
8,kvinne,høyere,71,173
45,mann,videregående,39,937
29,mann,grunnskole,24,570
23,mann,høyere,26,1196
45,mann,grunnskole,65,658
40,mann,videregående,54,768
27,kvinne,høyere,21,274
89,mann,høyere,54,2293
41,mann,videregående,37,303
46,kvinne,videregående,26,225
14,kvinne,videregående,46,583
60,mann,videregående,39,426
5,kvinne,høyere,29,298
43,mann,høyere,41,4937
12,mann,videregående,42,591
27,mann,grunnskole,52,3075
16,kvinne,videregående,54,796
47,kvinne,høyere,21,168
7,kvinne,videregående,63,1090
34,kvinne,videregående,56,248
33,kvinne,høyere,35,524
25,mann,videregående,47,2097
31,kvinne,høyere,44,763
58,mann,høyere,55,378
27,kvinne,høyere,33,1643
21,kvinne,høyere,44,1518
24,kvinne,videregående,62,566
32,kvinne,videregående,34,989
40,mann,høyere,34,392
5,kvinne,høyere,83,382
25,mann,videregående,51,1945
37,kvinne,høyere,86,203
36,mann,høyere,39,1300
37,mann,videregående,50,866
24,mann,videregående,43,908
31,kvinne,høyere,46,1178
14,mann,høyere,53,726
6,mann,videregående,43,155
72,mann,grunnskole,40,1951
33,mann,grunnskole,73,409
33,kvinne,videregående,57,436
46,kvinne,videregående,44,1443
32,mann,grunnskole,37,1411
41,kvinne,videregående,59,1156
45,kvinne,høyere,53,912
37,mann,videregående,54,2151
20,kvinne,høyere,28,1070
0,kvinne,grunnskole,53,1065
36,mann,høyere,59,857
40,mann,høyere,96,872
0,kvinne,videregående,58,408
3,kvinne,grunnskole,64,734
77,mann,videregående,88,1886
28,mann,videregående,52,255
10,kvinne,videregående,45,513
49,kvinne,grunnskole,63,2350
49,mann,høyere,40,472
27,kvinne,grunnskole,35,620
14,mann,videregående,33,568
47,kvinne,videregående,63,335
67,mann,høyere,61,427
37,kvinne,høyere,19,1644
22,kvinne,videregående,56,532
36,mann,høyere,43,539
16,mann,videregående,58,500
55,kvinne,høyere,30,301
49,mann,videregående,66,896
60,mann,videregående,53,1233
28,mann,videregående,31,411
6,kvinne,videregående,55,1186
8,mann,videregående,36,505
47,mann,videregående,38,354
33,mann,videregående,37,1130
44,mann,videregående,40,774
43,mann,grunnskole,26,1008
38,kvinne,videregående,42,1829
37,mann,grunnskole,47,421
45,mann,videregående,59,1122
45,mann,grunnskole,37,1338
45,kvinne,grunnskole,60,960
24,kvinne,høyere,53,423
18,mann,videregående,32,330
54,mann,videregående,20,657
49,mann,grunnskole,49,712
23,mann,videregående,30,585
19,kvinne,videregående,69,1818
36,mann,videregående,74,534
27,kvinne,høyere,22,405
54,mann,videregående,88,808
11,mann,grunnskole,36,1064
36,kvinne,høyere,53,655
20,kvinne,grunnskole,52,574
56,mann,høyere,45,947
36,kvinne,videregående,57,1786
26,kvinne,videregående,26,118
38,mann,grunnskole,49,412
33,mann,høyere,31,296
61,mann,høyere,32,1294
6,kvinne,grunnskole,34,607
67,kvinne,høyere,47,425
19,kvinne,videregående,37,840
11,kvinne,høyere,78,297
50,mann,videregående,54,429
19,mann,høyere,76,325
24,kvinne,videregående,42,469
34,mann,høyere,37,1333
54,mann,høyere,32,541
27,kvinne,høyere,53,849
9,kvinne,videregående,59,511
19,kvinne,videregående,35,286
41,kvinne,høyere,49,787
62,mann,grunnskole,72,633
22,kvinne,videregående,36,570
25,kvinne,videregående,65,1058
55,mann,grunnskole,18,1884
45,mann,grunnskole,39,657
37,kvinne,videregående,30,477
49,mann,videregående,47,971
39,mann,grunnskole,58,294
17,kvinne,høyere,47,743
32,mann,grunnskole,74,842
40,kvinne,grunnskole,54,361
21,kvinne,grunnskole,90,2011
42,mann,videregående,64,119
27,kvinne,videregående,57,1160
59,mann,høyere,25,288
15,mann,videregående,53,804
23,mann,videregående,22,483
32,mann,videregående,77,220
50,kvinne,videregående,31,956
46,mann,grunnskole,60,1086
44,mann,grunnskole,72,332
56,mann,videregående,83,183
52,mann,høyere,58,1040
52,kvinne,høyere,50,771
19,mann,høyere,37,1432
71,mann,høyere,67,1017
44,mann,høyere,42,634
73,mann,høyere,38,1023
45,kvinne,høyere,38,619
38,mann,videregående,62,1465
29,kvinne,høyere,60,995
77,kvinne,høyere,29,1075
52,kvinne,videregående,39,619
38,mann,videregående,66,818
17,kvinne,høyere,25,177
33,mann,videregående,50,685
28,mann,grunnskole,36,827
11,kvinne,grunnskole,48,195
15,kvinne,videregående,93,944
23,kvinne,videregående,58,2052
56,kvinne,høyere,35,2017
45,kvinne,videregående,48,767
47,kvinne,høyere,47,467
25,kvinne,videregående,35,628
47,mann,videregående,20,253
14,kvinne,grunnskole,65,2710
36,kvinne,videregående,22,889
33,mann,høyere,24,636
32,kvinne,høyere,46,1040
38,kvinne,videregående,49,171
7,kvinne,høyere,35,326
30,kvinne,videregående,73,1571
43,mann,høyere,47,1084
36,mann,grunnskole,48,1208
57,mann,videregående,48,186
21,mann,grunnskole,26,337
43,mann,grunnskole,73,1204
28,kvinne,grunnskole,57,697
23,mann,videregående,70,472
45,mann,videregående,42,297
18,kvinne,videregående,59,1039
18,kvinne,grunnskole,80,2590
60,mann,høyere,49,710
55,mann,høyere,34,918
26,mann,videregående,40,1201
22,mann,høyere,76,330
42,kvinne,grunnskole,66,929
62,mann,høyere,38,833
28,kvinne,høyere,61,536
40,kvinne,høyere,25,1276
43,mann,videregående,28,465
9,kvinne,grunnskole,42,481
51,kvinne,grunnskole,67,531
32,mann,videregående,48,1755
55,mann,høyere,27,416
19,mann,videregående,30,332
43,kvinne,høyere,47,584
9,kvinne,høyere,63,156
39,mann,videregående,59,612
42,mann,grunnskole,48,750
75,mann,videregående,53,1006
43,kvinne,videregående,57,1090
13,kvinne,høyere,38,4389
30,kvinne,høyere,78,707
62,mann,grunnskole,62,1040
31,kvinne,grunnskole,34,488
6,kvinne,høyere,25,2920
63,kvinne,grunnskole,27,1988
23,kvinne,høyere,31,971
30,kvinne,videregående,24,766
41,mann,høyere,34,1505
50,mann,høyere,57,1353
48,kvinne,høyere,61,619
27,mann,høyere,34,3266
30,kvinne,grunnskole,36,466
26,kvinne,videregående,44,986
28,mann,høyere,74,427
31,kvinne,videregående,31,694
29,kvinne,høyere,41,813
29,kvinne,høyere,75,500
50,mann,høyere,45,964
29,mann,videregående,47,351
29,mann,videregående,53,230
26,kvinne,videregående,31,300
21,kvinne,videregående,40,390
43,mann,grunnskole,43,536
12,mann,grunnskole,49,429
5,kvinne,grunnskole,70,3778
43,kvinne,videregående,81,422
30,mann,grunnskole,49,810
36,kvinne,høyere,50,1662
57,mann,videregående,36,1324
41,kvinne,videregående,26,1147
6,mann,grunnskole,22,289
52,mann,grunnskole,50,1390
30,mann,høyere,52,392
36,mann,grunnskole,50,324
30,mann,høyere,46,1235
30,mann,høyere,37,588
25,kvinne,høyere,31,190
39,kvinne,grunnskole,76,532
37,mann,høyere,28,473
16,mann,høyere,58,785
61,kvinne,grunnskole,55,528
43,mann,videregående,25,216
18,kvinne,høyere,48,4460
40,mann,grunnskole,60,549
51,mann,høyere,25,1835
28,mann,høyere,49,1269
20,kvinne,grunnskole,78,1588
31,kvinne,videregående,21,998
50,mann,høyere,63,1110
39,kvinne,videregående,69,339
44,mann,videregående,42,263
44,mann,høyere,76,292
45,mann,videregående,44,440
29,kvinne,videregående,73,533
32,kvinne,videregående,57,1837
24,kvinne,høyere,33,933
40,kvinne,videregående,61,563
26,mann,høyere,37,782
33,mann,grunnskole,45,425
30,kvinne,videregående,51,609
27,mann,grunnskole,19,430
9,mann,videregående,90,638
11,kvinne,høyere,76,532
27,kvinne,videregående,44,317
50,kvinne,høyere,65,389
51,kvinne,høyere,62,1637
26,mann,høyere,35,1510
45,mann,høyere,48,354
43,mann,høyere,28,1983
73,mann,videregående,28,237
33,mann,grunnskole,30,401
43,mann,videregående,47,1078
30,mann,videregående,55,635
7,mann,videregående,55,204
41,kvinne,høyere,82,512
65,mann,videregående,76,901
50,mann,høyere,56,917
11,kvinne,høyere,38,801
39,kvinne,videregående,69,620
45,kvinne,videregående,87,923
51,mann,videregående,43,3298
45,mann,videregående,57,819
18,kvinne,videregående,42,660
24,mann,videregående,27,294
65,mann,videregående,55,217
40,kvinne,høyere,48,653
34,mann,videregående,19,373
50,mann,høyere,55,320
50,mann,videregående,56,1313
32,mann,videregående,27,192
55,mann,høyere,39,560
0,kvinne,grunnskole,78,605
11,kvinne,høyere,69,640
30,kvinne,grunnskole,54,1584
24,mann,høyere,57,811
37,kvinne,grunnskole,20,1327
14,kvinne,grunnskole,29,445
48,mann,videregående,33,2290
24,mann,grunnskole,34,450
54,mann,grunnskole,44,404
38,kvinne,grunnskole,30,3362
45,mann,grunnskole,19,306
20,mann,videregående,55,347
28,kvinne,grunnskole,76,1135
50,mann,høyere,20,909
62,mann,videregående,29,452
36,kvinne,høyere,36,366
10,kvinne,høyere,71,231
60,mann,grunnskole,29,110
45,mann,videregående,45,949
18,kvinne,høyere,41,2500
44,mann,høyere,70,851
38,kvinne,videregående,54,795
28,mann,grunnskole,56,451
25,mann,grunnskole,22,351
28,kvinne,videregående,27,303
22,mann,grunnskole,51,523
19,kvinne,grunnskole,29,259
32,mann,videregående,26,712
68,mann,grunnskole,57,254
14,kvinne,videregående,37,983
54,mann,videregående,33,536
23,mann,videregående,28,940
26,kvinne,videregående,18,1997
38,mann,videregående,38,428
31,kvinne,grunnskole,36,158
55,mann,videregående,72,1363
55,kvinne,videregående,52,335
24,kvinne,høyere,25,726
33,kvinne,videregående,37,716
29,kvinne,videregående,34,930
60,mann,grunnskole,51,3114
24,mann,grunnskole,35,269
28,kvinne,høyere,54,419
53,mann,videregående,51,418
22,kvinne,videregående,40,598
30,kvinne,grunnskole,24,451
42,mann,videregående,30,891
35,mann,videregående,32,390
29,mann,høyere,41,278
40,mann,høyere,28,1059
63,mann,grunnskole,40,1843
69,mann,videregående,25,463
28,mann,høyere,37,208
31,kvinne,høyere,34,535
46,mann,grunnskole,36,692
58,mann,videregående,33,897
53,mann,videregående,56,1139
54,mann,høyere,41,798
44,kvinne,høyere,37,644
18,kvinne,grunnskole,21,1350
11,mann,videregående,71,1373
47,mann,grunnskole,41,1625
30,mann,grunnskole,51,528
40,kvinne,videregående,32,804
70,mann,videregående,27,3011
32,mann,høyere,28,646
10,kvinne,videregående,29,888
44,mann,høyere,41,500
36,kvinne,grunnskole,29,775
31,kvinne,videregående,33,1171
51,kvinne,grunnskole,42,612
35,kvinne,videregående,61,246
28,kvinne,grunnskole,76,1116
35,mann,videregående,58,3057
43,mann,videregående,61,443
50,mann,videregående,53,1608
49,mann,videregående,58,344
18,kvinne,grunnskole,41,694
59,mann,høyere,39,301
36,kvinne,høyere,29,2706
18,mann,videregående,58,227
49,mann,videregående,59,324
56,mann,høyere,64,1242
34,mann,grunnskole,44,1225
44,mann,videregående,48,812
37,kvinne,høyere,45,1641
38,kvinne,høyere,32,261
31,kvinne,grunnskole,51,955
51,kvinne,høyere,31,1099
51,mann,høyere,40,619
3,kvinne,høyere,53,481
38,kvinne,videregående,52,222
32,kvinne,videregående,63,554
30,mann,høyere,93,383
26,kvinne,videregående,41,447
28,kvinne,grunnskole,32,803
27,kvinne,grunnskole,66,941
44,mann,høyere,31,439
42,mann,høyere,57,384
55,mann,høyere,50,1505
37,mann,videregående,48,301
64,mann,høyere,39,2278
21,kvinne,høyere,46,1552
29,kvinne,videregående,35,637
55,mann,høyere,76,289
30,mann,videregående,44,300
0,mann,videregående,53,390
46,kvinne,høyere,55,1078
34,kvinne,videregående,52,132
49,kvinne,grunnskole,45,1628
31,mann,videregående,60,312
19,mann,videregående,56,631
60,kvinne,høyere,29,607
38,kvinne,videregående,95,3148
41,mann,høyere,46,1510
33,kvinne,grunnskole,38,861
28,kvinne,grunnskole,48,927
0,kvinne,videregående,46,231
22,kvinne,videregående,51,514
44,kvinne,videregående,54,1560
34,mann,videregående,38,1595
0,kvinne,høyere,53,450
28,kvinne,videregående,35,1467
34,mann,høyere,54,1000
34,mann,grunnskole,38,1213
44,mann,grunnskole,59,819
53,kvinne,høyere,67,476
33,mann,videregående,30,350
1,mann,grunnskole,43,463
28,kvinne,høyere,48,1161
42,kvinne,videregående,43,1540
56,mann,videregående,52,1054
54,mann,høyere,32,677
34,kvinne,høyere,32,1022
57,mann,grunnskole,39,778
45,mann,grunnskole,46,348
37,kvinne,høyere,50,553
21,kvinne,grunnskole,47,671
54,mann,høyere,24,806
34,kvinne,høyere,62,898
18,kvinne,høyere,39,511
46,mann,grunnskole,50,1782
61,mann,grunnskole,50,975
43,kvinne,høyere,39,739
54,mann,høyere,43,624
22,kvinne,høyere,24,389
34,mann,videregående,60,717
33,mann,grunnskole,66,204
63,kvinne,grunnskole,29,1875
74,mann,høyere,40,346
43,mann,videregående,36,1867
43,mann,grunnskole,67,329
40,mann,videregående,32,1785
46,mann,videregående,61,2558
21,kvinne,høyere,52,879
35,kvinne,grunnskole,26,987
46,mann,grunnskole,64,1038
45,mann,videregående,82,1167
16,mann,videregående,47,369
50,kvinne,grunnskole,41,2629
26,mann,grunnskole,28,968
41,kvinne,grunnskole,43,385
48,mann,videregående,32,718
26,kvinne,grunnskole,46,500
48,mann,grunnskole,45,1692
59,mann,høyere,54,68
33,kvinne,høyere,39,1093
38,kvinne,videregående,79,937
63,mann,videregående,46,1281
42,kvinne,videregående,55,2065
21,kvinne,videregående,39,1977
51,mann,videregående,30,1346
29,mann,videregående,20,538
0,mann,grunnskole,48,323
21,kvinne,grunnskole,46,396
12,kvinne,høyere,18,526
16,kvinne,grunnskole,61,584
33,kvinne,videregående,54,602
0,kvinne,grunnskole,32,766
56,mann,videregående,29,572
13,kvinne,grunnskole,49,720
26,kvinne,videregående,64,268
35,mann,videregående,34,1546
36,mann,videregående,21,472
44,mann,grunnskole,68,712
42,mann,videregående,36,1313
55,mann,høyere,45,347
25,mann,høyere,24,469
42,mann,videregående,45,775
33,kvinne,grunnskole,40,343
49,mann,videregående,44,1897
38,mann,høyere,18,2076
23,kvinne,videregående,58,245
10,kvinne,høyere,36,332
55,kvinne,grunnskole,58,1017
58,mann,høyere,34,1164
35,kvinne,grunnskole,33,377
26,mann,grunnskole,43,487
30,kvinne,videregående,57,351
19,mann,grunnskole,52,761
16,kvinne,høyere,57,736
34,mann,videregående,51,544
30,kvinne,grunnskole,37,554
36,mann,grunnskole,26,108
8,mann,videregående,29,469
26,mann,videregående,42,2137
21,kvinne,grunnskole,50,556
19,kvinne,grunnskole,37,474
20,kvinne,videregående,77,1289
4,kvinne,videregående,57,1346
15,kvinne,videregående,50,778
12,mann,grunnskole,34,800
50,kvinne,videregående,45,213
43,kvinne,videregående,71,532
0,kvinne,videregående,65,358
11,mann,grunnskole,55,964
35,kvinne,videregående,46,497
32,mann,høyere,51,1281
17,kvinne,grunnskole,50,580
42,mann,videregående,38,656
17,kvinne,videregående,43,701
37,mann,høyere,31,279
16,kvinne,grunnskole,63,156
52,mann,grunnskole,30,1234
56,kvinne,høyere,64,1124
14,kvinne,høyere,60,727
58,mann,høyere,63,1176
34,kvinne,høyere,55,2092
24,mann,grunnskole,33,1368
39,mann,videregående,53,918
34,kvinne,videregående,26,196
49,mann,høyere,25,789
18,mann,videregående,36,381
28,mann,høyere,46,1532
20,kvinne,grunnskole,69,1377
33,kvinne,videregående,58,317
17,kvinne,videregående,55,2780
27,mann,videregående,48,637
33,mann,grunnskole,45,897
9,kvinne,høyere,45,254
5,kvinne,grunnskole,50,184
35,mann,høyere,47,613
30,kvinne,høyere,55,1668
41,kvinne,videregående,65,648
34,mann,grunnskole,65,670
31,mann,videregående,26,666
64,mann,høyere,67,250
44,mann,høyere,61,377
37,kvinne,videregående,38,613
25,mann,videregående,58,478
25,kvinne,videregående,68,647
42,mann,høyere,31,270
39,mann,videregående,59,287
25,kvinne,videregående,78,563
21,kvinne,videregående,44,911
35,mann,grunnskole,61,583
54,mann,høyere,64,1624
51,mann,høyere,48,221
76,mann,videregående,64,1097
40,mann,grunnskole,73,937
32,mann,høyere,23,339
19,kvinne,grunnskole,65,524
18,kvinne,videregående,58,450
32,kvinne,grunnskole,45,558
75,mann,videregående,33,857
61,kvinne,videregående,79,662
37,kvinne,grunnskole,49,167
35,mann,videregående,24,393
19,kvinne,videregående,43,217
30,kvinne,høyere,80,596
16,kvinne,videregående,49,667
43,kvinne,videregående,68,1692
45,mann,videregående,51,319
25,kvinne,grunnskole,59,668
35,mann,høyere,39,762
28,mann,grunnskole,44,449
26,mann,høyere,54,2205
56,kvinne,videregående,41,586
38,kvinne,videregående,46,682
29,kvinne,videregående,43,977
24,mann,høyere,73,324
37,mann,videregående,56,403
23,mann,videregående,48,4501
11,kvinne,grunnskole,25,201
38,kvinne,videregående,30,380
42,mann,høyere,60,568
27,mann,høyere,40,2183
46,kvinne,høyere,51,1185
32,kvinne,høyere,57,906
44,mann,videregående,32,238
30,mann,høyere,40,479
34,mann,grunnskole,33,452
19,kvinne,høyere,30,367
14,kvinne,videregående,56,428
32,mann,høyere,45,196
16,kvinne,videregående,18,369
42,mann,høyere,68,886
54,kvinne,videregående,33,774
26,kvinne,høyere,40,1091
21,kvinne,videregående,44,552
20,kvinne,videregående,51,1528
47,mann,videregående,48,2220
24,mann,videregående,25,3084
36,kvinne,grunnskole,52,1753
52,kvinne,høyere,37,1803
59,mann,videregående,58,1401
27,mann,videregående,71,442
20,kvinne,høyere,79,1440
48,mann,videregående,29,825
50,mann,videregående,68,227
39,kvinne,videregående,37,295
18,kvinne,høyere,48,299
